expense_id,employee_id,category,amount,approval_status,date,project_id
EXP-0363,EMP-0217,miscellaneous,30920,rejected,2026-02-17,PRJ-028
EXP-0364,EMP-0100,office_supplies,31254,pending,2026-02-11,PRJ-007
EXP-0365,EMP-0058,travel,26977,approved,2026-03-11,PRJ-014
EXP-0366,EMP-0057,hardware,49861,pending,2026-01-17,PRJ-006
EXP-0367,EMP-0238,office_supplies,40639,submitted,2026-06-26,PRJ-011
EXP-0368,EMP-0222,office_supplies,16373,submitted,2026-04-14,PRJ-025
EXP-0369,EMP-0105,miscellaneous,48390,submitted,2026-07-04,PRJ-011
EXP-0370,EMP-0101,miscellaneous,48858,approved,2026-05-14,PRJ-004
EXP-0371,EMP-0116,office_supplies,2979,pending,2026-05-13,PRJ-018
EXP-0372,EMP-0102,travel,36749,submitted,2026-05-13,PRJ-025
EXP-0373,EMP-0162,travel,12642,rejected,2026-04-23,PRJ-013
EXP-0374,EMP-0227,client_entertainment,18937,submitted,2026-02-12,PRJ-014
EXP-0375,EMP-0076,miscellaneous,3774,pending,2026-04-29,PRJ-027
EXP-0376,EMP-0166,office_supplies,6127,approved,2026-02-16,PRJ-025
EXP-0377,EMP-0150,telecom,9067,submitted,2026-04-16,PRJ-011
EXP-0378,EMP-0116,travel,11922,submitted,2026-06-01,PRJ-029
EXP-0379,EMP-0183,hardware,29998,approved,2026-03-06,PRJ-011
EXP-0380,EMP-0178,software,47279,approved,2026-01-24,PRJ-004
EXP-0381,EMP-0181,office_supplies,41754,rejected,2026-01-22,PRJ-017
EXP-0382,EMP-0182,transport,47836,pending,2026-04-07,PRJ-018
EXP-0383,EMP-0098,travel,11399,rejected,2026-05-25,PRJ-028
EXP-0384,EMP-0169,software,10824,pending,2026-02-15,PRJ-025
EXP-0385,EMP-0183,travel,27697,rejected,2026-03-21,PRJ-024
EXP-0386,EMP-0197,office_supplies,19125,pending,2026-01-31,PRJ-029
EXP-0387,EMP-0034,hardware,431,rejected,2026-01-04,PRJ-015
EXP-0388,EMP-0128,office_supplies,35818,approved,2026-06-05,PRJ-029
EXP-0389,EMP-0127,hardware,14413,submitted,2026-04-27,PRJ-014
EXP-0390,EMP-0114,meals,39601,approved,2026-03-04,PRJ-029
EXP-0391,EMP-0141,client_entertainment,40816,pending,2026-01-13,PRJ-006
EXP-0392,EMP-0038,travel,43013,rejected,2026-01-10,PRJ-005
EXP-0393,EMP-0219,travel,43912,rejected,2026-03-26,PRJ-030
EXP-0394,EMP-0023,travel,7336,submitted,2026-02-15,PRJ-006
EXP-0395,EMP-0173,client_entertainment,40248,pending,2026-04-27,PRJ-024
EXP-0396,EMP-0149,training,2548,approved,2026-07-16,PRJ-010
EXP-0397,EMP-0083,training,25034,approved,2026-07-14,PRJ-014
EXP-0398,EMP-0216,telecom,4454,rejected,2026-05-01,PRJ-005
EXP-0399,EMP-0032,client_entertainment,21775,submitted,2026-05-15,PRJ-007
EXP-0400,EMP-0179,hardware,40311,approved,2026-01-28,PRJ-019
EXP-0401,EMP-0187,telecom,5945,submitted,2026-07-05,PRJ-023
EXP-0402,EMP-0155,client_entertainment,28187,rejected,2026-03-08,PRJ-017
EXP-0403,EMP-0148,miscellaneous,23390,pending,2026-06-07,PRJ-019
EXP-0404,EMP-0128,telecom,47987,submitted,2026-05-07,PRJ-026
EXP-0405,EMP-0047,miscellaneous,15451,rejected,2026-02-19,PRJ-001
EXP-0406,EMP-0031,travel,30666,approved,2026-07-08,PRJ-028
EXP-0407,EMP-0054,miscellaneous,27373,submitted,2026-01-12,PRJ-011
EXP-0408,EMP-0090,telecom,41979,pending,2026-01-03,PRJ-021
EXP-0409,EMP-0052,client_entertainment,16873,approved,2026-03-20,PRJ-010
EXP-0410,EMP-0130,telecom,21428,approved,2026-01-30,PRJ-022
EXP-0411,EMP-0086,training,26155,approved,2026-02-14,PRJ-007
EXP-0412,EMP-0085,training,44271,submitted,2026-05-02,PRJ-026
EXP-0413,EMP-0104,software,31755,pending,2026-06-10,PRJ-015
EXP-0414,EMP-0229,telecom,22161,submitted,2026-07-20,PRJ-027
EXP-0415,EMP-0106,travel,34349,rejected,2026-05-25,PRJ-024
EXP-0416,EMP-0174,training,36584,approved,2026-02-23,PRJ-019
EXP-0417,EMP-0176,training,23373,approved,2026-02-08,PRJ-009
EXP-0418,EMP-0216,travel,22426,submitted,2026-06-10,PRJ-018
EXP-0419,EMP-0216,software,37619,submitted,2026-02-17,PRJ-020
EXP-0420,EMP-0030,client_entertainment,46420,rejected,2026-07-01,PRJ-002
EXP-0421,EMP-0070,transport,5888,submitted,2026-03-02,PRJ-012
EXP-0422,EMP-0116,client_entertainment,14364,rejected,2026-02-14,PRJ-004
EXP-0423,EMP-0096,travel,13444,approved,2026-04-24,PRJ-017
EXP-0424,EMP-0007,office_supplies,32971,pending,2026-02-18,PRJ-011
EXP-0425,EMP-0237,office_supplies,48201,rejected,2026-07-18,PRJ-011
EXP-0426,EMP-0037,meals,34026,pending,2026-02-22,PRJ-024
EXP-0427,EMP-0104,office_supplies,25600,approved,2026-01-02,PRJ-010
EXP-0428,EMP-0239,travel,45226,approved,2026-03-27,PRJ-015
EXP-0429,EMP-0228,travel,6956,rejected,2026-01-06,PRJ-019
EXP-0430,EMP-0195,client_entertainment,42067,pending,2026-03-24,PRJ-007
EXP-0431,EMP-0050,client_entertainment,18330,rejected,2026-07-17,PRJ-015
EXP-0432,EMP-0172,meals,18068,pending,2026-02-10,PRJ-009
EXP-0433,EMP-0030,travel,41025,approved,2026-02-22,PRJ-018
EXP-0434,EMP-0090,telecom,21072,rejected,2026-02-06,PRJ-023
EXP-0435,EMP-0206,client_entertainment,37823,pending,2026-02-13,PRJ-003
EXP-0436,EMP-0080,miscellaneous,22399,submitted,2026-01-13,PRJ-005
EXP-0437,EMP-0008,office_supplies,44469,approved,2026-01-28,PRJ-013
EXP-0438,EMP-0014,meals,28148,submitted,2026-02-15,PRJ-023
EXP-0439,EMP-0153,miscellaneous,41452,submitted,2026-06-07,PRJ-012
EXP-0440,EMP-0080,training,13185,approved,2026-07-13,PRJ-025
EXP-0441,EMP-0120,miscellaneous,8837,approved,2026-07-28,PRJ-026
EXP-0442,EMP-0236,office_supplies,6574,submitted,2026-03-21,PRJ-022
EXP-0443,EMP-0165,office_supplies,31037,pending,2026-02-27,PRJ-005
EXP-0444,EMP-0221,miscellaneous,17111,rejected,2026-04-11,PRJ-006
EXP-0445,EMP-0180,training,21483,submitted,2026-05-05,PRJ-001
EXP-0446,EMP-0017,office_supplies,7598,rejected,2026-05-03,PRJ-015
EXP-0447,EMP-0217,software,18698,rejected,2026-06-04,PRJ-019
EXP-0448,EMP-0033,telecom,6945,submitted,2026-07-29,PRJ-023
EXP-0449,EMP-0204,meals,21556,approved,2026-07-22,PRJ-010
EXP-0450,EMP-0137,office_supplies,26467,submitted,2026-03-03,PRJ-020
EXP-0451,EMP-0063,telecom,10621,submitted,2026-04-09,PRJ-003
EXP-0452,EMP-0088,hardware,45685,submitted,2026-07-20,PRJ-014
EXP-0453,EMP-0146,training,35886,pending,2026-02-14,PRJ-022
EXP-0454,EMP-0172,meals,48655,submitted,2026-01-30,PRJ-019
EXP-0455,EMP-0153,office_supplies,21523,approved,2026-07-30,PRJ-015
EXP-0456,EMP-0046,client_entertainment,26794,approved,2026-06-03,PRJ-004
EXP-0457,EMP-0176,miscellaneous,25032,rejected,2026-05-07,PRJ-021
EXP-0458,EMP-0170,travel,6133,pending,2026-07-29,PRJ-005
EXP-0459,EMP-0228,miscellaneous,49678,approved,2026-07-13,PRJ-005
EXP-0460,EMP-0170,software,29886,rejected,2026-04-10,PRJ-020
EXP-0461,EMP-0148,office_supplies,13023,pending,2026-06-24,PRJ-029
EXP-0462,EMP-0082,client_entertainment,37573,rejected,2026-04-22,PRJ-023
EXP-0463,EMP-0235,training,6051,approved,2026-06-06,PRJ-017
EXP-0464,EMP-0104,software,19479,approved,2026-04-05,PRJ-029
EXP-0465,EMP-0141,travel,255,rejected,2026-01-29,PRJ-028
EXP-0466,EMP-0073,travel,15616,submitted,2026-06-29,PRJ-019
EXP-0467,EMP-0101,training,46846,submitted,2026-04-14,PRJ-013
EXP-0468,EMP-0112,telecom,14042,pending,2026-05-02,PRJ-005
EXP-0469,EMP-0049,telecom,25404,rejected,2026-04-17,PRJ-005
EXP-0470,EMP-0074,software,9000,approved,2026-01-19,PRJ-021
EXP-0471,EMP-0005,software,47473,submitted,2026-06-18,PRJ-014
EXP-0472,EMP-0250,software,5748,pending,2026-06-14,PRJ-026
EXP-0473,EMP-0107,office_supplies,45773,submitted,2026-06-09,PRJ-006
EXP-0474,EMP-0117,telecom,27995,submitted,2026-04-09,PRJ-012
EXP-0475,EMP-0058,software,28037,approved,2026-05-28,PRJ-016
EXP-0476,EMP-0217,hardware,46870,rejected,2026-04-16,PRJ-030
EXP-0477,EMP-0140,miscellaneous,24249,approved,2026-01-10,PRJ-019
EXP-0478,EMP-0124,training,7616,submitted,2026-06-26,PRJ-003
EXP-0479,EMP-0037,telecom,49390,rejected,2026-04-30,PRJ-017
EXP-0480,EMP-0021,telecom,40181,approved,2026-03-04,PRJ-016
EXP-0481,EMP-0162,meals,45031,rejected,2026-06-06,PRJ-002
EXP-0482,EMP-0232,training,35263,approved,2026-05-01,PRJ-015
EXP-0483,EMP-0132,office_supplies,37815,rejected,2026-04-18,PRJ-012
EXP-0484,EMP-0246,client_entertainment,19153,pending,2026-01-10,PRJ-023
EXP-0485,EMP-0237,miscellaneous,49314,rejected,2026-07-06,PRJ-026
EXP-0486,EMP-0145,client_entertainment,4225,submitted,2026-05-29,PRJ-006
EXP-0487,EMP-0147,travel,43212,rejected,2026-07-27,PRJ-024
EXP-0488,EMP-0160,travel,18996,submitted,2026-01-22,PRJ-005
EXP-0489,EMP-0130,meals,18409,rejected,2026-02-03,PRJ-020
EXP-0490,EMP-0072,client_entertainment,17039,approved,2026-07-09,PRJ-004
EXP-0491,EMP-0155,software,38982,pending,2026-06-18,PRJ-015
EXP-0492,EMP-0095,software,17321,pending,2026-05-05,PRJ-006
EXP-0493,EMP-0205,telecom,2368,rejected,2026-01-22,PRJ-005
EXP-0494,EMP-0153,software,32702,submitted,2026-07-17,PRJ-013
EXP-0495,EMP-0061,office_supplies,47779,pending,2026-02-23,PRJ-019
EXP-0496,EMP-0188,training,3760,rejected,2026-07-13,PRJ-027
EXP-0497,EMP-0030,travel,11183,submitted,2026-04-13,PRJ-016
EXP-0498,EMP-0078,office_supplies,49099,pending,2026-04-08,PRJ-022
EXP-0499,EMP-0181,transport,31302,rejected,2026-02-07,PRJ-017
EXP-0500,EMP-0223,transport,977,rejected,2026-07-24,PRJ-015
EXP-0501,EMP-0098,training,34950,approved,2026-01-25,PRJ-030
EXP-0502,EMP-0137,training,28497,rejected,2026-03-27,PRJ-009
EXP-0503,EMP-0069,meals,16934,submitted,2026-04-29,PRJ-025
EXP-0504,EMP-0173,hardware,48323,pending,2026-05-14,PRJ-011
EXP-0505,EMP-0174,software,20730,approved,2026-06-22,PRJ-001
EXP-0506,EMP-0213,meals,983,submitted,2026-01-26,PRJ-017
EXP-0507,EMP-0027,office_supplies,23236,pending,2026-07-05,PRJ-010
EXP-0508,EMP-0065,hardware,2430,approved,2026-06-08,PRJ-003
EXP-0509,EMP-0015,miscellaneous,43231,pending,2026-06-03,PRJ-021
EXP-0510,EMP-0032,meals,5861,pending,2026-04-07,PRJ-022
EXP-0511,EMP-0196,miscellaneous,12308,approved,2026-06-28,PRJ-006
EXP-0512,EMP-0065,client_entertainment,30802,approved,2026-06-13,PRJ-015
EXP-0513,EMP-0237,client_entertainment,28182,rejected,2026-03-07,PRJ-006
EXP-0514,EMP-0200,meals,18372,approved,2026-04-08,PRJ-013
EXP-0515,EMP-0086,travel,17123,rejected,2026-02-15,PRJ-015
EXP-0516,EMP-0018,office_supplies,13351,submitted,2026-02-15,PRJ-021
EXP-0517,EMP-0126,meals,9628,submitted,2026-02-25,PRJ-020
EXP-0518,EMP-0165,meals,29139,rejected,2026-01-27,PRJ-002
EXP-0519,EMP-0019,meals,37643,rejected,2026-07-18,PRJ-015
EXP-0520,EMP-0005,office_supplies,9955,approved,2026-01-10,PRJ-022
EXP-0521,EMP-0100,client_entertainment,10135,rejected,2026-04-11,PRJ-019
EXP-0522,EMP-0001,telecom,46573,submitted,2026-05-03,PRJ-014
EXP-0523,EMP-0104,meals,35597,pending,2026-01-01,PRJ-013
EXP-0524,EMP-0245,office_supplies,8143,rejected,2026-03-27,PRJ-022
EXP-0525,EMP-0078,transport,3817,approved,2026-04-04,PRJ-018
EXP-0526,EMP-0219,training,5472,submitted,2026-07-14,PRJ-025
EXP-0527,EMP-0075,hardware,11774,approved,2026-04-09,PRJ-022
EXP-0528,EMP-0049,client_entertainment,45805,submitted,2026-01-28,PRJ-021
EXP-0529,EMP-0177,training,32083,approved,2026-06-11,PRJ-015
EXP-0530,EMP-0189,hardware,9371,approved,2026-02-19,PRJ-001
EXP-0531,EMP-0185,miscellaneous,15829,submitted,2026-04-10,PRJ-003
EXP-0532,EMP-0203,telecom,42366,rejected,2026-05-08,PRJ-018
EXP-0533,EMP-0248,office_supplies,1275,approved,2026-03-28,PRJ-002
EXP-0534,EMP-0087,travel,26775,approved,2026-02-24,PRJ-026
EXP-0535,EMP-0168,telecom,30239,pending,2026-07-09,PRJ-019
EXP-0536,EMP-0060,meals,2616,pending,2026-05-06,PRJ-021
EXP-0537,EMP-0005,office_supplies,40725,approved,2026-03-04,PRJ-023
EXP-0538,EMP-0167,software,1141,pending,2026-06-11,PRJ-002
EXP-0539,EMP-0232,client_entertainment,6576,submitted,2026-06-06,PRJ-006
EXP-0540,EMP-0214,miscellaneous,4391,approved,2026-01-30,PRJ-016
EXP-0541,EMP-0153,miscellaneous,14655,approved,2026-07-25,PRJ-007
EXP-0542,EMP-0110,training,48560,submitted,2026-03-25,PRJ-004
EXP-0543,EMP-0250,miscellaneous,35975,pending,2026-03-24,PRJ-027
EXP-0544,EMP-0247,hardware,3187,pending,2026-03-27,PRJ-003
EXP-0545,EMP-0031,client_entertainment,9456,submitted,2026-02-13,PRJ-023
EXP-0546,EMP-0095,telecom,11013,submitted,2026-03-04,PRJ-030
EXP-0547,EMP-0149,travel,8940,approved,2026-07-22,PRJ-028
EXP-0548,EMP-0162,miscellaneous,24850,pending,2026-01-05,PRJ-029
EXP-0549,EMP-0125,meals,616,approved,2026-02-15,PRJ-030
EXP-0550,EMP-0023,miscellaneous,18794,submitted,2026-06-27,PRJ-026
EXP-0551,EMP-0203,office_supplies,45574,pending,2026-02-22,PRJ-005
EXP-0552,EMP-0164,client_entertainment,34481,submitted,2026-04-16,PRJ-008
EXP-0553,EMP-0241,software,40212,approved,2026-06-02,PRJ-006
EXP-0554,EMP-0184,office_supplies,40311,approved,2026-06-10,PRJ-027
EXP-0555,EMP-0201,client_entertainment,22996,submitted,2026-01-02,PRJ-018
EXP-0556,EMP-0061,hardware,7900,approved,2026-06-08,PRJ-012
EXP-0557,EMP-0221,telecom,33462,pending,2026-04-29,PRJ-025
EXP-0558,EMP-0161,hardware,18315,approved,2026-02-19,PRJ-004
EXP-0559,EMP-0204,software,45108,submitted,2026-05-08,PRJ-006
EXP-0560,EMP-0041,travel,3740,rejected,2026-03-14,PRJ-007
EXP-0561,EMP-0112,client_entertainment,22108,submitted,2026-01-12,PRJ-004
EXP-0562,EMP-0190,travel,35416,pending,2026-02-10,PRJ-026
EXP-0563,EMP-0008,office_supplies,33944,approved,2026-01-19,PRJ-029
EXP-0564,EMP-0061,office_supplies,39043,rejected,2026-04-18,PRJ-007
EXP-0565,EMP-0192,training,15277,approved,2026-03-25,PRJ-008
EXP-0566,EMP-0026,hardware,48549,submitted,2026-02-21,PRJ-013
EXP-0567,EMP-0229,hardware,5018,submitted,2026-05-30,PRJ-016
EXP-0568,EMP-0014,transport,9698,pending,2026-06-06,PRJ-015
EXP-0569,EMP-0046,transport,24676,pending,2026-04-28,PRJ-024
EXP-0570,EMP-0050,training,17874,pending,2026-03-27,PRJ-005
EXP-0571,EMP-0011,miscellaneous,4109,rejected,2026-02-04,PRJ-004
EXP-0572,EMP-0219,office_supplies,30253,submitted,2026-02-13,PRJ-025
EXP-0573,EMP-0088,hardware,19543,pending,2026-07-22,PRJ-026
EXP-0574,EMP-0164,miscellaneous,11336,pending,2026-01-23,PRJ-014
EXP-0575,EMP-0220,telecom,32261,pending,2026-06-01,PRJ-016
EXP-0576,EMP-0215,office_supplies,18495,approved,2026-07-06,PRJ-014
EXP-0577,EMP-0189,hardware,16441,rejected,2026-04-22,PRJ-019
EXP-0578,EMP-0057,miscellaneous,9962,approved,2026-04-17,PRJ-002
EXP-0579,EMP-0105,office_supplies,48269,approved,2026-04-19,PRJ-017
EXP-0580,EMP-0101,office_supplies,45855,approved,2026-04-26,PRJ-016
EXP-0581,EMP-0062,meals,36801,approved,2026-06-27,PRJ-024
EXP-0582,EMP-0105,hardware,8897,rejected,2026-03-17,PRJ-008
EXP-0583,EMP-0166,meals,1243,submitted,2026-06-21,PRJ-010
EXP-0584,EMP-0042,office_supplies,37580,approved,2026-04-27,PRJ-015
EXP-0585,EMP-0198,software,46280,submitted,2026-02-17,PRJ-026
EXP-0586,EMP-0224,training,41278,submitted,2026-06-30,PRJ-021
EXP-0587,EMP-0001,meals,25423,rejected,2026-05-16,PRJ-002
EXP-0588,EMP-0076,transport,49541,rejected,2026-06-28,PRJ-020
EXP-0589,EMP-0139,miscellaneous,13775,approved,2026-06-08,PRJ-029
EXP-0590,EMP-0086,travel,33933,rejected,2026-01-14,PRJ-004
EXP-0591,EMP-0099,training,30697,approved,2026-04-04,PRJ-012
EXP-0592,EMP-0045,telecom,46394,approved,2026-05-24,PRJ-023
EXP-0593,EMP-0199,hardware,9270,rejected,2026-03-03,PRJ-018
EXP-0594,EMP-0030,office_supplies,48524,pending,2026-07-12,PRJ-024
EXP-0595,EMP-0195,hardware,21201,rejected,2026-03-10,PRJ-017
EXP-0596,EMP-0175,transport,18362,approved,2026-01-17,PRJ-012
EXP-0597,EMP-0089,office_supplies,32065,approved,2026-05-01,PRJ-023
EXP-0598,EMP-0137,telecom,19353,submitted,2026-06-08,PRJ-012
EXP-0599,EMP-0205,meals,12543,submitted,2026-01-23,PRJ-003
EXP-0600,EMP-0101,software,19098,approved,2026-01-28,PRJ-006
EXP-0601,EMP-0071,meals,45883,pending,2026-05-08,PRJ-005
EXP-0602,EMP-0224,hardware,34323,approved,2026-03-17,PRJ-014
EXP-0603,EMP-0249,telecom,8852,submitted,2026-03-30,PRJ-014
EXP-0604,EMP-0114,travel,19304,pending,2026-01-17,PRJ-001
EXP-0605,EMP-0224,hardware,34253,rejected,2026-04-16,PRJ-019
EXP-0606,EMP-0088,training,32060,submitted,2026-04-28,PRJ-010
EXP-0607,EMP-0146,software,20286,pending,2026-07-22,PRJ-009
EXP-0608,EMP-0059,office_supplies,24572,rejected,2026-07-17,PRJ-028
EXP-0609,EMP-0013,software,23342,rejected,2026-04-27,PRJ-006
EXP-0610,EMP-0159,software,46849,rejected,2026-02-16,PRJ-006
EXP-0611,EMP-0215,software,10767,pending,2026-01-30,PRJ-002
EXP-0612,EMP-0082,miscellaneous,8488,submitted,2026-03-08,PRJ-012
EXP-0613,EMP-0048,hardware,37063,approved,2026-06-20,PRJ-011
EXP-0614,EMP-0089,software,24639,submitted,2026-05-19,PRJ-006
EXP-0615,EMP-0137,client_entertainment,8161,approved,2026-04-14,PRJ-030
EXP-0616,EMP-0128,software,30218,rejected,2026-02-09,PRJ-001
EXP-0617,EMP-0249,telecom,33453,rejected,2026-06-15,PRJ-023
EXP-0618,EMP-0076,office_supplies,19194,pending,2026-07-24,PRJ-019
EXP-0619,EMP-0187,office_supplies,22396,approved,2026-07-07,PRJ-016
EXP-0620,EMP-0231,travel,9337,approved,2026-03-20,PRJ-001
EXP-0621,EMP-0103,miscellaneous,14641,submitted,2026-04-02,PRJ-003
EXP-0622,EMP-0084,travel,40055,pending,2026-05-30,PRJ-017
EXP-0623,EMP-0057,client_entertainment,13026,approved,2026-01-22,PRJ-018
EXP-0624,EMP-0218,office_supplies,44572,approved,2026-05-12,PRJ-013
EXP-0625,EMP-0050,office_supplies,21024,approved,2026-06-20,PRJ-012
EXP-0626,EMP-0102,software,47121,submitted,2026-04-05,PRJ-013
EXP-0627,EMP-0096,travel,18854,rejected,2026-03-31,PRJ-010
EXP-0628,EMP-0115,telecom,5940,pending,2026-07-06,PRJ-029
EXP-0629,EMP-0114,transport,29199,rejected,2026-02-11,PRJ-026
EXP-0630,EMP-0187,transport,47949,submitted,2026-02-05,PRJ-027
EXP-0631,EMP-0151,miscellaneous,5841,pending,2026-02-23,PRJ-010
EXP-0632,EMP-0122,telecom,22181,approved,2026-06-01,PRJ-025
EXP-0633,EMP-0097,meals,633,submitted,2026-06-13,PRJ-030
EXP-0634,EMP-0070,transport,11661,submitted,2026-07-01,PRJ-019
EXP-0635,EMP-0194,software,13258,pending,2026-04-08,PRJ-010
EXP-0636,EMP-0142,office_supplies,2967,rejected,2026-05-30,PRJ-010
EXP-0637,EMP-0127,telecom,48687,submitted,2026-02-27,PRJ-001
EXP-0638,EMP-0203,travel,10294,rejected,2026-03-18,PRJ-021
EXP-0639,EMP-0214,office_supplies,8338,rejected,2026-04-17,PRJ-006
EXP-0640,EMP-0126,hardware,2064,approved,2026-07-15,PRJ-009
EXP-0641,EMP-0127,meals,39448,rejected,2026-05-29,PRJ-016
EXP-0642,EMP-0145,transport,17102,submitted,2026-06-27,PRJ-027
EXP-0643,EMP-0031,training,33788,approved,2026-03-08,PRJ-006
EXP-0644,EMP-0149,travel,9777,rejected,2026-04-29,PRJ-029
EXP-0645,EMP-0178,software,23621,pending,2026-01-14,PRJ-009
EXP-0646,EMP-0093,transport,41897,rejected,2026-01-13,PRJ-010
EXP-0647,EMP-0075,telecom,42073,approved,2026-05-12,PRJ-007
EXP-0648,EMP-0197,software,6393,pending,2026-05-20,PRJ-011
EXP-0649,EMP-0224,training,45090,rejected,2026-03-11,PRJ-022
EXP-0650,EMP-0179,training,6480,rejected,2026-07-30,PRJ-005
EXP-0651,EMP-0004,software,34158,rejected,2026-04-06,PRJ-025
